
fun_coils#1439 - J=8.0e-05, Jf=7.9e-05, ⟨B·n⟩=9.6e-03, B·n max=8.8e-02, ║∇J coils║=3.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.0e-07, J_CURVATURE=3.7e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=8.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.5], coils dofs=6.818339801712153, 6.787431174218339, 6.583533193137677, -7.230726521454878, -0.19699002920752012, -0.10608759852483958
fun_coils#1440 - J=8.0e-05, Jf=7.9e-05, ⟨B·n⟩=9.6e-03, B·n max=8.8e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.6e-07, J_CURVATURE=2.1e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=4.3e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.6], coils dofs=6.818361665158828, 6.787517899736421, 6.583662987281809, -7.230372429315184, -0.19684724591467465, -0.10596381926383015
fun_coils#1441 - J=8.0e-05, Jf=7.9e-05, ⟨B·n⟩=9.6e-03, B·n max=8.8e-02, ║∇J coils║=2.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.2e-07, J_CURVATURE=2.4e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=7.8e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.6], coils dofs=6.818450574395392, 6.787430802423137, 6.583113806616892, -7.231185348898253, -0.196859866935022, -0.10598960765400618
fun_coils#1442 - J=8.0e-05, Jf=7.9e-05, ⟨B·n⟩=9.6e-03, B·n max=8.7e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.4e-07, J_CURVATURE=1.4e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=2.0e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.6], coils dofs=6.8184965151944, 6.787359180565971, 6.582775959557963, -7.2317283869462194, -0.1969670418300876, -0.10604919923035877
fun_coils#1443 - J=7.9e-05, Jf=7.9e-05, ⟨B·n⟩=9.5e-03, B·n max=8.7e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.6e-07, J_CURVATURE=1.8e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.6], coils dofs=6.818486059138852, 6.7872096265507205, 6.582415190278411, -7.232518751168649, -0.19722536870705282, -0.10621530810240118
fun_coils#1444 - J=7.9e-05, Jf=7.9e-05, ⟨B·n⟩=9.5e-03, B·n max=8.7e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.5e-07, J_CURVATURE=2.0e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=9.4e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.7, 12.6], coils dofs=6.8185128385451, 6.787061912264899, 6.5818997461195865, -7.233480831690985, -0.1975360995071871, -0.10642420838514896
fun_coils#1445 - J=7.9e-05, Jf=7.9e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.6e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=1.7e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818490695286849, 6.78703514380671, 6.581952881381059, -7.233497101425706, -0.19764022704761636, -0.10649220834515918
fun_coils#1446 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.2e-07, J_CURVATURE=2.0e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818507532639842, 6.7869699904472345, 6.581643616949206, -7.234098568354833, -0.19796206047031553, -0.10667942443772654
fun_coils#1447 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.0e-07, J_CURVATURE=1.5e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818540525858793, 6.786940449054826, 6.581382145683559, -7.234477621608384, -0.1980639232551615, -0.10674647495096705
fun_coils#1448 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=9.0e-04, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.3e-07, J_CURVATURE=1.6e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818521206985319, 6.786900745483166, 6.581351440235904, -7.234601710236469, -0.1981485825052676, -0.10681628402162342
fun_coils#1449 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.4e-07, J_CURVATURE=1.8e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818534796781128, 6.786839879895861, 6.581104012635249, -7.235057390653452, -0.19831997153119635, -0.10693339100352614
fun_coils#1450 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.4e-07, J_CURVATURE=1.7e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=6.6e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.6, 12.6], coils dofs=6.818544367129995, 6.7868157209398445, 6.5809582587766915, -7.235308497605986, -0.19844501452070654, -0.10701922759624603
fun_coils#1451 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.4e-07, J_CURVATURE=2.1e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818608769045678, 6.786723250068945, 6.580371966316578, -7.2362665867959945, -0.19873136560809623, -0.10719493705891806
fun_coils#1452 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.6e-02, ║∇J coils║=1.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=2.0e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818655207183147, 6.786635794160357, 6.579886689888906, -7.237101422176885, -0.19897201845004023, -0.10732639026658493
fun_coils#1453 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.5e-02, ║∇J coils║=1.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.0e-07, J_CURVATURE=1.5e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818651105695802, 6.786612780776768, 6.579910558150772, -7.237105962663148, -0.19896321074350362, -0.1073144499802354
fun_coils#1454 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.4e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.1e-07, J_CURVATURE=1.5e-07, J_MSC=2.2e-01, J_ALS=8.5e-09, J_LENGTH_PENALTY=8.9e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.4, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818667232334139, 6.786543150167733, 6.5797340937299245, -7.237466611090055, -0.1990435370037794, -0.10734912868966193
fun_coils#1455 - J=7.9e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.4e-02, ║∇J coils║=2.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.2e-07, J_CURVATURE=2.4e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818741778988924, 6.786411187484332, 6.579111637036599, -7.238536535652267, -0.19932214053097003, -0.10749220970523349
fun_coils#1456 - J=7.8e-05, Jf=7.8e-05, ⟨B·n⟩=9.5e-03, B·n max=8.4e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.2e-07, J_CURVATURE=2.5e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818782190438709, 6.78639316101601, 6.578908017106715, -7.238836697338172, -0.19940040712146923, -0.10751152140448085
fun_coils#1457 - J=7.8e-05, Jf=7.8e-05, ⟨B·n⟩=9.4e-03, B·n max=8.4e-02, ║∇J coils║=3.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.9e-07, J_CURVATURE=3.5e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818957139662799, 6.786299601287934, 6.577827298063706, -7.240420812173115, -0.19979806844781783, -0.10770185941162407
fun_coils#1458 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.4e-02, ║∇J coils║=7.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.7e-07, J_CURVATURE=4.8e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.819078457774194, 6.786388493869132, 6.57742898674715, -7.240798865211751, -0.1998910812488986, -0.1076793987816336
fun_coils#1459 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.4e-02, ║∇J coils║=3.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=3.2e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.81900440934721, 6.7863342368770585, 6.577672102355379, -7.240568114563676, -0.19983430941549116, -0.10769310798218695
fun_coils#1460 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.4e-02, ║∇J coils║=2.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=2.1e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=8.7e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.818944742232215, 6.786382534696692, 6.577978038455074, -7.240153005232963, -0.19985910162704465, -0.10770361386236266
fun_coils#1461 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.5e-07, J_CURVATURE=1.9e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.819011505517715, 6.78632172553854, 6.577566615902373, -7.240790684598551, -0.19993975034738418, -0.1077369824662081
fun_coils#1462 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.2e-02, ║∇J coils║=8.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.1e-07, J_CURVATURE=6.6e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.7], coils dofs=6.8192434731540565, 6.786154084004837, 6.576140844051378, -7.242943269904862, -0.20036626201107513, -0.10792409597183117
fun_coils#1463 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.4e-07, J_CURVATURE=2.2e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.819103491630921, 6.786255247760259, 6.577001230088389, -7.24164428624227, -0.20010888234699611, -0.10781118180014088
fun_coils#1464 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=4.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.1e-07, J_CURVATURE=2.4e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.819147181144373, 6.786213189881611, 6.576634160242682, -7.242219505393878, -0.2002727417544744, -0.10789398987763542
fun_coils#1465 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=3.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=2.2e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819100047698395, 6.786095107094483, 6.576414076514271, -7.242832755613662, -0.20061506756993142, -0.10810234227843196
fun_coils#1466 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=2.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.0e-07, J_CURVATURE=2.0e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=2.7e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.1, 1.5, 10.5, 12.6], coils dofs=6.819127932115745, 6.786164965549553, 6.576544279312042, -7.242469953261456, -0.2004125456513704, -0.10797907980145582
fun_coils#1467 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.0e-07, J_CURVATURE=1.9e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=3.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819133916064378, 6.786118975680153, 6.576345220971057, -7.242858916687027, -0.20055948456836437, -0.1080554871497972
fun_coils#1468 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.9e-07, J_CURVATURE=2.2e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819137727489023, 6.7861029814588845, 6.576283203594771, -7.24298811041577, -0.20060295304866996, -0.10806934114738558
fun_coils#1469 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=2.2e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819170551080525, 6.786062334313679, 6.576028337799384, -7.2434064543510575, -0.20070298175206752, -0.1081154538350866
fun_coils#1470 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.7e-07, J_CURVATURE=2.5e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819261173602981, 6.78597204981035, 6.575379289899, -7.244442658108235, -0.20093935153919418, -0.10822831074359965
fun_coils#1471 - J=7.8e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=2.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.5e-07, J_CURVATURE=2.4e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=9.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.4, 12.6], coils dofs=6.819394265695043, 6.785877682662967, 6.574509030019733, -7.245745654507474, -0.20116071829749516, -0.10833848386998529
fun_coils#1472 - J=7.7e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.3e-02, ║∇J coils║=3.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=2.6e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.4, 12.7], coils dofs=6.819515172071469, 6.7857649027620734, 6.573647110231722, -7.247102084820305, -0.20148766950982738, -0.10851141201433545
fun_coils#1473 - J=7.7e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.4e-02, ║∇J coils║=1.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.1e-07, J_CURVATURE=1.6e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=1.6e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.819586230422243, 6.7857796429598265, 6.573300759388394, -7.247512175610162, -0.20152894859048015, -0.10853516160722422
fun_coils#1474 - J=7.7e-05, Jf=7.7e-05, ⟨B·n⟩=9.4e-03, B·n max=8.5e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.0e-07, J_CURVATURE=1.7e-07, J_MSC=2.2e-01, J_ALS=8.6e-09, J_LENGTH_PENALTY=2.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.5, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.6], coils dofs=6.8197478810676095, 6.785703591014564, 6.572317274108882, -7.248908775594263, -0.2017411131441203, -0.10864286114111342
fun_coils#1475 - J=7.7e-05, Jf=7.6e-05, ⟨B·n⟩=9.4e-03, B·n max=8.7e-02, ║∇J coils║=3.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.2e-07, J_CURVATURE=3.3e-07, J_MSC=2.2e-01, J_ALS=8.7e-09, J_LENGTH_PENALTY=7.2e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.6, 2.1, 4.0, 4.0], mean squared curvature=[2.2, 1.5, 10.5, 12.7], coils dofs=6.820088370638224, 6.785575625102044, 6.570465340543936, -7.251442701879425, -0.20203768088848353, -0.1087870666114096
fun_coils#1476 - J=7.7e-05, Jf=7.6e-05, ⟨B·n⟩=9.4e-03, B·n max=8.7e-02, ║∇J coils║=2.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=3.7e-07, J_MSC=2.2e-01, J_ALS=8.7e-09, J_LENGTH_PENALTY=2.6e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.6, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.5, 12.7], coils dofs=6.820302943188218, 6.785462575270199, 6.569154711583659, -7.253367286127808, -0.20241640706834513, -0.10896201356985552
fun_coils#1477 - J=7.7e-05, Jf=7.6e-05, ⟨B·n⟩=9.4e-03, B·n max=8.6e-02, ║∇J coils║=2.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=2.1e-07, J_MSC=2.2e-01, J_ALS=8.7e-09, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.6, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.5, 12.7], coils dofs=6.820250309328717, 6.785548614685976, 6.5696905310376374, -7.252460691531635, -0.20218175258447063, -0.10882657393903312
fun_coils#1478 - J=7.7e-05, Jf=7.6e-05, ⟨B·n⟩=9.4e-03, B·n max=8.6e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=2.2e-07, J_MSC=2.2e-01, J_ALS=8.7e-09, J_LENGTH_PENALTY=1.2e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.6, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.5, 12.6], coils dofs=6.82044150875136, 6.785443786861656, 6.568552778957608, -7.254097724805339, -0.20246417668977287, -0.10895603311037236
fun_coils#1479 - J=7.7e-05, Jf=7.5e-05, ⟨B·n⟩=9.3e-03, B·n max=8.6e-02, ║∇J coils║=4.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=8.4e-07, J_MSC=2.3e-01, J_ALS=8.8e-09, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.7, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.7, 12.7], coils dofs=6.821178330353839, 6.785085472452046, 6.564285785317972, -7.260162515706835, -0.20346828517572615, -0.10940188221081926
fun_coils#1480 - J=7.7e-05, Jf=7.6e-05, ⟨B·n⟩=9.3e-03, B·n max=8.6e-02, ║∇J coils║=1.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.6e-07, J_CURVATURE=3.1e-07, J_MSC=2.2e-01, J_ALS=8.8e-09, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.7, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.6, 12.6], coils dofs=6.820802416448578, 6.785268278396625, 6.566462733221508, -7.257068362081727, -0.20295600602838607, -0.10917441754916724
fun_coils#1481 - J=7.6e-05, Jf=7.5e-05, ⟨B·n⟩=9.4e-03, B·n max=8.6e-02, ║∇J coils║=3.6e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.9e-07, J_CURVATURE=5.1e-07, J_MSC=2.3e-01, J_ALS=8.9e-09, J_LENGTH_PENALTY=3.3e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[3.7, 2.1, 4.0, 4.0], mean squared curvature=[2.3, 1.5, 10.7, 12.7], coils dofs=6.821207619661555, 6.7850581009355055, 6.564124969336988, -7.260413510521018, -0.2035088889513198, -0.10939421033491856
