
fun_coils#41 - J=5.0e-04, Jf=4.9e-04, ⟨B·n⟩=2.7e-02, B·n max=1.3e-01, ║∇J coils║=3.4e-02, C-C-Sep=0.20 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-05, J_MSC=5.1e-03, J_ALS=1.0e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.2, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 7.6], coils dofs=6.913507703449338, 6.9129897604263375, 6.916781839291247, -6.918876475552336, -0.01331994886344236, -0.005258354893236927
fun_coils#42 - J=4.6e-04, Jf=4.6e-04, ⟨B·n⟩=2.5e-02, B·n max=1.5e-01, ║∇J coils║=3.9e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=8.9e-06, J_MSC=6.8e-03, J_ALS=9.8e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.2, 4.1], mean squared curvature=[0.9, 0.9, 7.9, 7.8], coils dofs=6.913462755089909, 6.9129696364761966, 6.9166752536136284, -6.919072300251684, -0.013640472772031719, -0.00560308888794191
fun_coils#43 - J=4.4e-04, Jf=4.4e-04, ⟨B·n⟩=2.5e-02, B·n max=1.5e-01, ║∇J coils║=1.7e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=6.0e-08, J_MSC=5.2e-03, J_ALS=9.6e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.0, 4.0], mean squared curvature=[0.9, 0.9, 7.7, 7.7], coils dofs=6.913463666686358, 6.912982154929218, 6.9166529305963484, -6.919086572917302, -0.013562307372960079, -0.005615197983974014
fun_coils#44 - J=4.2e-04, Jf=4.2e-04, ⟨B·n⟩=2.4e-02, B·n max=1.7e-01, ║∇J coils║=1.1e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=7.7e-07, J_MSC=7.5e-03, J_ALS=9.1e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.1, 4.0], mean squared curvature=[0.9, 0.9, 7.8, 8.0], coils dofs=6.913418726103112, 6.912967854463245, 6.91656318131344, -6.919258233819579, -0.013750964704461969, -0.00589880607942224
fun_coils#45 - J=4.7e-04, Jf=4.0e-04, ⟨B·n⟩=2.4e-02, B·n max=1.8e-01, ║∇J coils║=7.3e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=6.1e-05, J_MSC=1.2e-02, J_ALS=8.9e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.1, 4.5], mean squared curvature=[0.9, 0.9, 7.9, 8.3], coils dofs=6.91335885655859, 6.912938931078448, 6.9164847374809, -6.919447935157352, -0.013983411577129488, -0.006205898798313138
fun_coils#46 - J=4.2e-04, Jf=4.1e-04, ⟨B·n⟩=2.4e-02, B·n max=1.7e-01, ║∇J coils║=1.2e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.0e-06, J_MSC=8.1e-03, J_ALS=9.1e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 8.0], coils dofs=6.913407207266415, 6.912962289634769, 6.916548088803482, -6.919294732155225, -0.013795687235562822, -0.00595789039195282
fun_coils#47 - J=4.1e-04, Jf=4.1e-04, ⟨B·n⟩=2.4e-02, B·n max=1.6e-01, ║∇J coils║=9.2e-03, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=8.7e-07, J_MSC=7.8e-03, J_ALS=9.1e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.1, 3.1])=19.8, curvature=[1.0, 1.0, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 8.0], coils dofs=6.913386073202984, 6.912945220935238, 6.916543721613139, -6.919340616330139, -0.013882030909669111, -0.006029410196532154
fun_coils#48 - J=3.9e-04, Jf=3.9e-04, ⟨B·n⟩=2.3e-02, B·n max=1.5e-01, ║∇J coils║=1.2e-02, C-C-Sep=0.21 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.0e-06, J_MSC=7.9e-03, J_ALS=9.3e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 8.0], coils dofs=6.913301540691974, 6.912882647910019, 6.916511382906536, -6.919535625146526, -0.014191053871609063, -0.006317400779673927
fun_coils#49 - J=3.8e-04, Jf=3.6e-04, ⟨B·n⟩=2.2e-02, B·n max=1.4e-01, ║∇J coils║=4.1e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.5e-05, J_MSC=7.8e-03, J_ALS=9.4e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.2, 4.2], mean squared curvature=[0.9, 0.9, 7.9, 7.9], coils dofs=6.913149029271467, 6.912785711816793, 6.9164967551449275, -6.919823998128566, -0.014408784119230862, -0.006662206313459239
fun_coils#50 - J=3.8e-04, Jf=3.8e-04, ⟨B·n⟩=2.2e-02, B·n max=1.5e-01, ║∇J coils║=1.3e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.7e-06, J_MSC=7.7e-03, J_ALS=9.3e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 7.9], coils dofs=6.913237013305639, 6.91284163437335, 6.916505193919368, -6.919657635385226, -0.01428317526001615, -0.006463287558611157
fun_coils#51 - J=4.6e-04, Jf=3.5e-04, ⟨B·n⟩=2.1e-02, B·n max=1.3e-01, ║∇J coils║=1.4e-01, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-04, J_MSC=6.5e-03, J_ALS=9.2e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=20.0, curvature=[1.0, 1.1, 4.3, 4.4], mean squared curvature=[0.9, 0.9, 7.8, 7.9], coils dofs=6.91303169132199, 6.912718811660274, 6.916532707129774, -6.919985059205044, -0.014298867594547812, -0.006765989604994729
fun_coils#52 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=2.2e-02, B·n max=1.4e-01, ║∇J coils║=1.2e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.1e-06, J_MSC=7.0e-03, J_ALS=9.3e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.8, 7.9], coils dofs=6.913175146032087, 6.912804625640757, 6.916513484153488, -6.919756294177958, -0.014287903647770266, -0.006554497228299123
fun_coils#53 - J=3.6e-04, Jf=3.5e-04, ⟨B·n⟩=2.2e-02, B·n max=1.3e-01, ║∇J coils║=3.4e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=8.3e-06, J_MSC=5.4e-03, J_ALS=9.1e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.7, 7.8], coils dofs=6.913085857423977, 6.91275827443512, 6.9165618540718885, -6.919851468933878, -0.014084124401702019, -0.006566831478075276
fun_coils#54 - J=3.6e-04, Jf=3.5e-04, ⟨B·n⟩=2.2e-02, B·n max=1.4e-01, ║∇J coils║=1.0e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.4e-06, J_MSC=6.1e-03, J_ALS=9.2e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.7, 7.8], coils dofs=6.91313296874171, 6.912782730705884, 6.9165363326684, -6.919801251909991, -0.014191644375549723, -0.0065603235620879975
fun_coils#55 - J=4.4e-04, Jf=3.4e-04, ⟨B·n⟩=2.1e-02, B·n max=1.3e-01, ║∇J coils║=1.3e-01, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-04, J_MSC=4.6e-03, J_ALS=8.8e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.5, 4.1], mean squared curvature=[0.9, 0.9, 7.7, 7.6], coils dofs=6.912984148649375, 6.912710763959665, 6.916622636057576, -6.919950068064573, -0.013769679831682435, -0.0065549758113179635
fun_coils#56 - J=3.5e-04, Jf=3.5e-04, ⟨B·n⟩=2.2e-02, B·n max=1.4e-01, ║∇J coils║=1.1e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.7e-06, J_MSC=5.8e-03, J_ALS=9.1e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.7, 7.8], coils dofs=6.9131108723369366, 6.912772045278065, 6.916549146762187, -6.919823347730097, -0.0141289922214287, -0.006559529542518547
fun_coils#57 - J=3.4e-04, Jf=3.4e-04, ⟨B·n⟩=2.2e-02, B·n max=1.3e-01, ║∇J coils║=1.1e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.2e-06, J_MSC=4.2e-03, J_ALS=8.8e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.1, 4.0], mean squared curvature=[0.9, 0.9, 7.6, 7.7], coils dofs=6.913077669635572, 6.912768030725769, 6.916618297674482, -6.919790100338561, -0.013714778779051836, -0.006386486151515399
fun_coils#58 - J=3.4e-04, Jf=3.4e-04, ⟨B·n⟩=2.1e-02, B·n max=1.3e-01, ║∇J coils║=8.1e-03, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-06, J_MSC=3.7e-03, J_ALS=8.6e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.6, 7.6], coils dofs=6.91302976374547, 6.9127499484413555, 6.9166555382999055, -6.9198241704887895, -0.013487957714859014, -0.006349112081614817
fun_coils#59 - J=3.3e-04, Jf=3.3e-04, ⟨B·n⟩=2.1e-02, B·n max=1.3e-01, ║∇J coils║=1.5e-02, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=3.3e-06, J_MSC=3.1e-03, J_ALS=8.4e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.5, 7.6], coils dofs=6.912908493813755, 6.912685105524941, 6.916728676371604, -6.919950713000425, -0.01322653827961221, -0.006380056527200743
fun_coils#60 - J=3.2e-04, Jf=3.2e-04, ⟨B·n⟩=2.0e-02, B·n max=1.3e-01, ║∇J coils║=7.9e-03, C-C-Sep=0.22 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=9.0e-07, J_MSC=2.8e-03, J_ALS=8.5e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.0, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.5, 7.5], coils dofs=6.912806074455249, 6.912616310155745, 6.916795566789818, -6.920064560888467, -0.013174096410706928, -0.006450831802882678
fun_coils#61 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=2.0e-02, B·n max=1.2e-01, ║∇J coils║=2.4e-02, C-C-Sep=0.23 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=4.3e-06, J_MSC=2.7e-03, J_ALS=8.7e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=19.9, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.9, 0.9, 7.6, 7.5], coils dofs=6.912617721652099, 6.912482758854538, 6.9169042922654285, -6.920295551208212, -0.013219327474862588, -0.006642901825734933
fun_coils#62 - J=3.0e-04, Jf=3.0e-04, ⟨B·n⟩=2.0e-02, B·n max=1.1e-01, ║∇J coils║=1.3e-02, C-C-Sep=0.23 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=6.5e-07, J_MSC=2.6e-03, J_ALS=8.9e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=20.0, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.9, 0.9, 7.5, 7.5], coils dofs=6.912547792002428, 6.912423074662377, 6.916971744381094, -6.920359907765683, -0.013282786699879737, -0.0066888899172139185
fun_coils#63 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=1.9e-02, B·n max=1.0e-01, ║∇J coils║=3.3e-02, C-C-Sep=0.23 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=6.8e-06, J_MSC=3.5e-03, J_ALS=9.7e-10, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.2, 3.1])=20.0, curvature=[1.0, 1.1, 4.1, 4.2], mean squared curvature=[0.9, 0.9, 7.5, 7.7], coils dofs=6.912173116428109, 6.912141867420053, 6.917260662795356, -6.920752612633401, -0.013351517234425979, -0.006961277494175703
fun_coils#64 - J=2.7e-04, Jf=2.7e-04, ⟨B·n⟩=1.9e-02, B·n max=9.4e-02, ║∇J coils║=1.6e-02, C-C-Sep=0.23 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.4e-06, J_MSC=5.2e-03, J_ALS=1.0e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.1])=20.1, curvature=[1.0, 1.1, 4.1, 4.0], mean squared curvature=[0.9, 0.9, 7.4, 7.9], coils dofs=6.91196745695851, 6.911977996338214, 6.917428440520792, -6.920967565351709, -0.01349539441367339, -0.007134013154040407
fun_coils#65 - J=2.6e-04, Jf=2.6e-04, ⟨B·n⟩=1.9e-02, B·n max=9.2e-02, ║∇J coils║=2.5e-02, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=5.8e-06, J_MSC=8.1e-03, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.2, 4.1], mean squared curvature=[0.8, 0.9, 7.5, 8.2], coils dofs=6.911742468013584, 6.9118193017445115, 6.917594288068933, -6.921205316901256, -0.013429907137739998, -0.007278907371764679
fun_coils#66 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=1.8e-02, B·n max=1.0e-01, ║∇J coils║=3.9e-02, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.3e-05, J_MSC=8.4e-03, J_ALS=1.0e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.0, 4.2], mean squared curvature=[0.8, 0.9, 7.4, 8.2], coils dofs=6.911740393651251, 6.911827582901148, 6.917552338116627, -6.921252001287067, -0.013435377469553308, -0.007345651624286765
fun_coils#67 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=1.8e-02, B·n max=9.7e-02, ║∇J coils║=2.2e-02, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=4.3e-06, J_MSC=8.2e-03, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.8, 0.9, 7.4, 8.2], coils dofs=6.91174150385552, 6.911823150803965, 6.917574789843313, -6.921227015678906, -0.013432449733334328, -0.007309929921803892
fun_coils#68 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=1.8e-02, B·n max=1.0e-01, ║∇J coils║=1.4e-02, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.2e-06, J_MSC=8.7e-03, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.8, 0.9, 7.4, 8.3], coils dofs=6.9116848886164375, 6.911778050027899, 6.917610682167318, -6.921298801145787, -0.013487305158456355, -0.007369635931021023
fun_coils#69 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=1.8e-02, B·n max=1.1e-01, ║∇J coils║=1.1e-02, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-08, J_MSC=6.5e-03, J_ALS=1.0e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.1])=20.1, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.9, 7.4, 8.1], coils dofs=6.911737144042249, 6.9118245510783645, 6.917575214432388, -6.921232275231185, -0.013328868823792564, -0.007260535551463715
fun_coils#70 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=1.8e-02, B·n max=1.0e-01, ║∇J coils║=6.2e-03, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.3e-07, J_MSC=7.8e-03, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.9, 7.4, 8.2], coils dofs=6.911704469640718, 6.9117954747868415, 6.9175973917851605, -6.921273872719143, -0.013427936285890259, -0.007328754105872799
fun_coils#71 - J=2.4e-04, Jf=2.4e-04, ⟨B·n⟩=1.8e-02, B·n max=1.1e-01, ║∇J coils║=9.3e-03, C-C-Sep=0.24 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=8.3e-07, J_MSC=9.0e-03, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.9, 7.4, 8.3], coils dofs=6.9116050137744605, 6.911729702162957, 6.917672879421093, -6.92137286208589, -0.013314997663773042, -0.007350986111054935
fun_coils#72 - J=2.4e-04, Jf=2.4e-04, ⟨B·n⟩=1.8e-02, B·n max=1.1e-01, ║∇J coils║=1.6e-02, C-C-Sep=0.25 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=3.3e-06, J_MSC=1.2e-02, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.1, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.8, 0.9, 7.5, 8.5], coils dofs=6.911427429380654, 6.911605498891652, 6.91780805276752, -6.921555695031435, -0.013220615970719964, -0.00742306916954348
fun_coils#73 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.7e-02, B·n max=1.2e-01, ║∇J coils║=1.6e-02, C-C-Sep=0.25 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=5.2e-06, J_MSC=1.7e-02, J_ALS=1.1e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.2, curvature=[1.0, 1.1, 4.1, 4.2], mean squared curvature=[0.8, 0.9, 7.5, 8.7], coils dofs=6.911179365288878, 6.911425492342768, 6.917990385121934, -6.921824959691224, -0.013207344465471834, -0.007562503002816651
fun_coils#74 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.7e-02, B·n max=1.1e-01, ║∇J coils║=1.3e-02, C-C-Sep=0.25 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=4.6e-06, J_MSC=1.9e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.3, 3.2])=20.2, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.8, 0.9, 7.7, 8.9], coils dofs=6.910997025108368, 6.911290861887602, 6.918116362602083, -6.922034907983039, -0.013286828054528362, -0.007698286210770271
fun_coils#75 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.6e-02, B·n max=9.0e-02, ║∇J coils║=2.9e-02, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.2e-05, J_MSC=2.2e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.3, 4.1], mean squared curvature=[0.8, 0.9, 7.9, 8.9], coils dofs=6.910722562205503, 6.911094390695329, 6.918302681055855, -6.9223504501304625, -0.013376371170365756, -0.00789503651309355
fun_coils#76 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.7e-02, B·n max=1.0e-01, ║∇J coils║=1.0e-02, C-C-Sep=0.25 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.7e-06, J_MSC=2.0e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 6.8, 3.4, 3.2])=20.2, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.8, 0.9, 7.7, 8.9], coils dofs=6.910901801086036, 6.911222696838681, 6.918181005191, -6.9221443843172885, -0.013317894750876823, -0.007766548096026141
fun_coils#77 - J=3.7e-04, Jf=2.0e-04, ⟨B·n⟩=1.6e-02, B·n max=8.7e-02, ║∇J coils║=1.7e-01, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.7e-04, J_MSC=3.1e-02, J_ALS=1.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.7, 4.5], mean squared curvature=[0.8, 0.9, 8.2, 9.2], coils dofs=6.910447086251459, 6.910902304722012, 6.918498606989867, -6.922652257412454, -0.013311028068488136, -0.008041341134460082
fun_coils#78 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.7e-02, B·n max=1.0e-01, ║∇J coils║=1.0e-02, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.7e-06, J_MSC=2.1e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.2, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.8, 0.9, 7.8, 8.9], coils dofs=6.910845097499301, 6.911182743485954, 6.918220610587129, -6.922207716814739, -0.013317038465814637, -0.0078008151788304
fun_coils#79 - J=2.5e-04, Jf=2.0e-04, ⟨B·n⟩=1.6e-02, B·n max=8.8e-02, ║∇J coils║=7.1e-02, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=4.6e-05, J_MSC=2.2e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.5, 4.0], mean squared curvature=[0.8, 0.9, 8.1, 8.8], coils dofs=6.910605865153433, 6.911021117162978, 6.918386561629174, -6.922473700021997, -0.013258587992642368, -0.007915772967462098
fun_coils#80 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.6e-02, B·n max=9.8e-02, ║∇J coils║=1.0e-02, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=2.9e-06, J_MSC=2.1e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.1, 4.1], mean squared curvature=[0.8, 0.9, 7.8, 8.9], coils dofs=6.910801351360888, 6.911153188421105, 6.918250956472126, -6.922256354628151, -0.013306350185011969, -0.007821836413709508
fun_coils#81 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.6e-02, B·n max=9.4e-02, ║∇J coils║=5.6e-03, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=7.8e-07, J_MSC=1.9e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.1, 4.0], mean squared curvature=[0.8, 0.9, 7.8, 8.8], coils dofs=6.910786003806193, 6.9111405146361875, 6.918256344461533, -6.922284737194349, -0.013375769334429004, -0.007847461727946044
fun_coils#82 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.6e-02, B·n max=9.2e-02, ║∇J coils║=6.0e-03, C-C-Sep=0.26 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=6.9e-07, J_MSC=2.0e-02, J_ALS=1.2e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.3, curvature=[1.0, 1.1, 4.1, 4.0], mean squared curvature=[0.8, 0.9, 7.8, 8.8], coils dofs=6.910670294661262, 6.9110538264301535, 6.918340152844242, -6.922418866672396, -0.01344373406868147, -0.007922024443440423
fun_coils#83 - J=3.1e-04, Jf=1.9e-04, ⟨B·n⟩=1.5e-02, B·n max=7.9e-02, ║∇J coils║=1.7e-01, C-C-Sep=0.27 J_length=2.0e-07, J_CC=0.0e+00, J_CURVATURE=1.2e-04, J_MSC=2.6e-02, J_ALS=1.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 6.8, 3.4, 3.2])=20.4, curvature=[1.0, 1.1, 4.2, 4.8], mean squared curvature=[0.8, 0.9, 8.0, 9.1], coils dofs=6.910025548564615, 6.910578842635858, 6.918842039828178, -6.923121184329353, -0.013621929304427448, -0.008243324898197454
